game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
189,"Based on the well-known Settlers of Catan, this stand-alone game published in commemoration of the anniversary of the founding of the city of N&uuml;rnberg gives players some new twists to the familiar experience.  Unlike standard Settlers, the game layout is not modular.  Instead the board features a split map, half of which has the goods-producing hexes of a conventional Settlers game where settlements will be built and the other half showing a closeup of N&uuml;rnberg where &quot;workshops&quot; will be built (in lieu of promoting settlements to cities as in the original Settlers).  The players also get currency for manufactured goods which in turn they spend on walls and towers to surround the city, which earn prestige points which ultimately count toward victory points.  Probably the most interesting other detail is that instead of rolling dice, a special deck of cards is used to reveal the production number -- and possibly an event -- at the beginning of each player's turn.&#10;&#10;Belongs to the Catan Series.&#10;&#10;",//cf.geekdo-images.com/images/pic289674.jpg,4,90,10,3,90,Die Siedler von Nürnberg,90,//cf.geekdo-images.com/images/pic289674_t.jpg,1999,Tanja Donner,"Medieval,Negotiation",NA,Klaus Teuber,NA,"Catan,Cities: Nürnberg","Dice Rolling,Hand Management,Memory,Trading",KOSMOS,6.97379,831
190,"Players are socialites who are trying to take as many high-value luxuries as they can manage.  A number of luxuries (boats, mansions, watches, boats, etc.) of values varying from one million to seven million are laid out in a matrix.  Players take turn placing power cards in the columns, and after five of the six cards have been played, the highest bid takes the first luxury in the column, the second highest gets the next one up, and so on.  However, if you collect a second luxury item you already own, then the newest one replaces the older one, which could mean exchanging a lavish seven million dollar car for a paltry one million dollar one!  After the specified number of rounds, the highest valued collection is deemed the best.&#10;&#10;",//cf.geekdo-images.com/images/pic290421.jpg,5,30,10,3,30,Dolce Vita,30,//cf.geekdo-images.com/images/pic290421_t.jpg,1999,Doris Matthäus,Card Game,NA,Reiner Stockhausen,NA,NA,Auction/Bidding,Hans im Glück Verlags-GmbH,6.15628,183
192,"This warped but fun card game is more intense than it first appears to be.  Players try to collect points in four different suits, but along the way points can be made negative instead of positive or even canceled entirely by taking one of the 'Nicht die Bohne' cards.  With its interesting trading mechanism, this game can be a little hard to grasp at first, but it's worth the effort.  A note to the wise: although this game shares a common theme of beans (Bohnen) with Bohnanza, that's about the only similarity.&#10;&#10;",//cf.geekdo-images.com/images/pic19366.jpg,6,45,10,3,45,Nicht die Bohne!,45,//cf.geekdo-images.com/images/pic19366_t.jpg,1999,"Björn Pertoft,Thomas Vuarchex,Zhong Zhun",Card Game,NA,Horst-Rainer Rösner,NA,NA,"Simultaneous Action Selection,Trading","AMIGO Spiel + Freizeit GmbH,Korea Boardgames co., Ltd.,Lifestyle Boardgames Ltd,Oya",6.3659,881
193,"Fill or Bust is all about rolling dice and pressing your luck. On your turn, roll the dice and set aside at least one die that scores you points. If you want, you can roll the remaining dice &ndash; but if none of those dice score for you, you lose all points accumulated that round! Your challenge is further complicated by a deck of cards that determines what goal you might be forced to shoot for during that turn. Some goal cards dangle the prospect of huge bonuses, while others slam the door on you, ending your turn before it starts.&#10;&#10;Other than the deck of cards that push goals on players, Fill or Bust is similar to Farkle.&#10;&#10;",//cf.geekdo-images.com/images/pic1512955.jpg,10,30,8,2,30,Fill or Bust,30,//cf.geekdo-images.com/images/pic1512955_t.jpg,1981,Christof Tisch,Dice,NA,(Uncredited),"Stadt Land Spielt Limitierte Sonderdrucke 2015,Tutto: Sechsling-Karte",NA,"Dice Rolling,Press Your Luck","ABACUSSPIELE,Bowman Games,Game Factory,PS-Games",5.69269,401
194,"In Groo: the Game, players compete to be the first to build a large town by playing 'building' cards that give them victory points.  Of course, this is no picnic, hindered as it is by other players' rampaging armies and the frequent bumbling visitations of Groo the Wanderer, determined by the roll of a set of dice, which can also grant players resources with which to build and 'Groo heads' with which to damage the unfortunates who have Groo in their village. Players can also develop armies to attack other players' cities  Excellent fun for the beer-and-pretzels crowd.&#10;&#10;Expanded by:&#10;&#10;    Groo: The Game &#226;&#128;&#147; Expansion Set&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic135807.jpg,4,45,10,2,45,Groo: The Game,45,//cf.geekdo-images.com/images/pic135807_t.jpg,1997,Sergio Aragonés,"Card Game,City Building,Comic Book / Strip,Fantasy",NA,"Sergio Aragonés,Ken Whitman",Groo: The Game – Expansion Set,NA,"Dice Rolling,Take That",Archangel Studios,6.26817,752
195,"It looks a bit like Daytona 500 with its oversized racetrack gameboard, but it's a much simpler game.  The main thing going on is that you roll the five dice on your turn and pick which three you want to play.  Each die has the five colors for the five cars in the race and one &quot;checkered flag&quot; side which means you draw a card.  The dice are numbered 1 to 5 (that is, each die has one of the five numbers), and the three you pick have to be played in order.  If you draw a card, it might instruct you to move a particular car, or the car in last place, or to spin a car out; or it might make you a &quot;Sponsor&quot; of a car, meaning you could get prize money for a car other than your main car.&#10;&#10;",//cf.geekdo-images.com/images/pic178499.jpg,5,30,8,2,30,NASCAR Champions,30,//cf.geekdo-images.com/images/pic178499_t.jpg,1998,NA,"Dice,Racing,Sports",NA,Craig Van Ness,NA,Sports: Auto Racing,Dice Rolling,Milton Bradley,5.36389,90
196,"A game of political intrigue set in the Soviet Politburo. The game consists of a large number of politician cards, some of which form the first politburo. Politicians have certain stats (preferred offices, for instance) and an age.&#10;&#10;At the start of the game, the players secretly note influence on ten politicians, graded from 10 (most) to 1 (least). Gameplay is not clockwise, but happens from top to bottom in the politburo. Whatever action the politician in a certain office can take is done by the player who reveals the greatest influence on the politician in question. Actions include accusing other politicians of espionage (potentially exiling them to Siberia), pardoning them, reshuffling the politburo and others. But each action a politician takes lets him (or in one case, her) age by one or more years. Once a turn each politburo member must face a health roll which can result in sickness marker or even instant death (the older, the most likely). At the end of each turn, the reigning head of state must wave to the crowd at the October parade without collapsing (which gets harder the sicker the politician is). A politician who succeeds in this three times makes the player who controls him/her the winner.&#10;&#10;The original Fata Morgana edition included rules requiring the players to hold funeral speeches for deceased party chairmen and drinking vodka with it, for instance. The later Avalon Hill edition scrapped these rules and gave the game a less satirical and more serious tone.&#10;&#10;The Jolly Roger edition provides three different KREMLIN games in one box:&#10;&#10;1: The 'original' with fictional politicians, set in a USSR where KGB investigations send those found guilty to Siberia. This version will have victory conditions based on the original Fata Morgana rules.&#10;&#10;2: A version inspired by the Avalon Hill variant titled 'Revolution'. Set in the 1920s, it uses historical politicians as well as fictional politicians. It's a more violent game as those arrested by the KGB are shot and removed from the game&#10;&#10;3: A new version, set in the modern USSR and Russia, an era of entrenched bureaucracy and alternatives for escaping KGB persecution. This version introduces the concept of &quot;Going into Exile&quot; to avoid Siberia. It also includes modern politicians from the 1960s onwards, whether it is Kosygin or Putin and Gorbachev.&#10;&#10;",//cf.geekdo-images.com/images/pic1787203.jpg,6,75,12,3,75,Kremlin,75,//cf.geekdo-images.com/images/pic1787203_t.jpg,1986,"Res Brandenberger,Clay Gardner,Rasenjin Hayami,Charles Kibler,Ander Plana","Negotiation,Political",NA,Urs Hostettler,"Kremlin: Destalinization Expansion,Kremlin: Revolution","Country: Russia,Country: Soviet Union,Crowdfunding: Kickstarter","Secret Unit Deployment,Voting","Avalon Hill,Fata Morgana Spiele,Jolly Roger Games,New Games Order, LLC",6.99614,2452
197,"Based on Dante's Inferno, HellRail: 2nd Perdition has players creating rail to deliver the souls of the damned to the appropriate circles of Hell.  The card mechanics are clever, as every card can become a load to be delivered, or be used to build rail, move trains, or draw more cards.  Additionally, upon arriving at each circle, players have the choice to call forth that circle's powers, possibly putting a serious crimp in their opponents' efforts.&#10;&#10;Re-implements:&#10;&#10;    HellRail&#10;&#10;&#10;&#10;&#10;Re-implemented as:&#10;&#10;    Frachtexpress&#10;    HellRail: Third Perdition&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic122523.jpg,4,75,13,3,75,HellRail (Second Perdition),75,//cf.geekdo-images.com/images/pic122523_t.jpg,1999,Angelo Porazzi,"Card Game,Trains,Transportation",NA,James Kyle,NA,HellRail,Pick-up and Deliver,"Giochi Rari,Glastyn Games",6.07118,92
198,"In Buried Treasure, players compete to compile sets of colored cards by drawing from several common stacks.  Depending on what symbol is on a card, drawing it might let you take another from the stacks or even steal cards of the same color from one of your opponents.  At the end of the round, the majority holders of each color will gain points; the amount of points varies each round.&#10;&#10;Was awarded the title &quot;Best Family Card Game&quot; by Games Magazine in 2000.&#10;&#10;",//cf.geekdo-images.com/images/pic83699.jpg,4,30,10,2,30,Buried Treasure,30,//cf.geekdo-images.com/images/pic83699_t.jpg,1992,"M. Löffler,Ron Zalme","Card Game,Pirates",NA,Sid Sackson,NA,NA,Set Collection,F.X. Schmid,6.01825,228
199,"In Manhattan, players construct a skyline of skyscrapers over several districts, or city blocks, of Manhattan Island. Ultimately, each player seeks to have built the tallest buildings in the most city blocks of the Island.&#10;&#10;Each turn, players will play a card that illustrates which part of a city block they may place a &quot;floor&quot; on a building. The placement card is unique for each player in that the section they may place in is relative to their seating at the table. The player who has placed the top most floor controls that building. Each round, scores are tallied based on control of each of the neighborhoods.&#10;&#10;At the end of the game, the player who has scored the most points through area control and tallest buildings wins.&#10;&#10;Note: In the Finnish edition, the districts are named after six great cities of the world: Hong Kong, Sao Paulo, Cairo, Sydney, Frankfurt and Manhattan.&#10;&#10;",//cf.geekdo-images.com/images/pic180499.jpg,4,45,10,2,45,Manhattan,45,//cf.geekdo-images.com/images/pic180499_t.jpg,1994,"Jacqui Davis,Ramon Mascarenas,Zeilbeck & Natzeck Design Company",City Building,NA,Andreas Seyfarth,NA,"3D Games,Cities: New York (New York, USA)","Area Control / Area Influence,Hand Management","Hans im Glück Verlags-GmbH,Litas Spil,Ludodélire,Mandoo Games,Mayfair Games,Nelospelit,Olsen,Rio Grande Games,Tactic",6.68878,3694
200,"[Careful: there are two similar games with Entdecker in the title. Don't confuse Entdecker with Die Neuen Entdecker (also known as Entdecker: Exploring New Horizons), a different game. In short - if your Entdecker's board has a scout trail leading to native huts, it's not this Entdecker.]&#10;&#10;Entdecker starts with a blank game board that represents an unexplored sea. Tiles are drawn and placed on squares on the board. As the tiles are placed islands develop on the board and players pay to place settlements, bases, or scouts on these islands in an effort to become the most powerful discoverer of all. Completed islands yield victory points to all who have invested in exploration on an island, but of course the most points go to the player who has established the strongest presence.&#10;&#10;Re-implemented by:&#10;&#10;&#10;     Die Neuen Entdecker or Entdecker: Exploring New Horizons&#10;&#10;&#10;&#10;     In 2004, a smaller version of the Entdecker game was released, based on the online version available on the www.playcatan.de site.&#10;         Oceania.&#10;    &#10;&#10;&#10;&#10;     In 2007, the game system was revamped in a new &quot;Entdecker&quot;-series of 3 titles (so far):&#10;         Im Reich der Jadegottin (published 2007)&#10;         Im Reich der W&#195;&#188;stensohne (published 2008)&#10;         Im Reich der D&auml;monen (not yet published)&#10;    &#10;&#10;&#10;",//cf.geekdo-images.com/images/pic194144.jpg,4,60,10,2,60,Entdecker,60,//cf.geekdo-images.com/images/pic194144_t.jpg,1996,"Andreas Steiner,Franz Vohwinkel",Exploration,NA,Klaus Teuber,NA,NA,"Area Control / Area Influence,Modular Board,Tile Placement","999 Games,Goldsieber Spiele,Mayfair Games",6.50041,1239
201,"Originally published as Texas by db-Spiele.&#10;&#10;The battle between farmers and ranchers is fairly abstract. A single pawn travels on a square grid. Each player has a hand of cards face up. These each have a direction and a distance. The player can either draw a card and add it to his hand, or play a card. If he plays a card, then the pawn moves the appropriate distance to an empty square, and the player places one of his markers. Each player also has judge symbols that can each be used only once. The judge lets you move onto a previously placed opposition marker and reverse it. Players score points for each contiguous region equal to the square of the number of markers. If a player is not careful, such a move may be forced, as there is a maximum number of cards that a player may hold.&#10;&#10;Contains rules for playing with 4 (in two partnerships of two players).&#10;&#10;Later republished 1999 as Rosenk&ouml;nig by Kosmos, as part of the two-player game series. The republication also included a re-theming of the game. The setting changed from Texas to England, and the factions changed from farmers and ranchers to the factions of the Plantagenet family from the Wars of the Roses (1455-1485) - the Lancaster (red rose) and the York (white rose) factions in a similarly abstracted fashion.&#10;&#10;Rosenk&ouml;nig is part of the Kosmos two-player series.&#10;&#10;Online Play&#10;&#10;&#10;     Yucata (turn-based)&#10;     YourturnMyturn (turn-based or with AI, under the name &quot;War of the Roses&quot;)&#10;     Brettspielnetz.de (turn-based)&#10;     Feuerteufel. Dutch website supporting live play and asynchronous play-by-web, with notification emails. For non-Dutch speakers/readers, using Google Translate (e.g., with Google Chrome or with the Google Toolbar in Firefox, or even through translate.google.com) works pretty well!&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic2855891.jpg,2,30,10,2,30,The Rose King,30,//cf.geekdo-images.com/images/pic2855891_t.jpg,1997,"Tanja Donner,Anke Pohl,Thilo Rick,Andreas Steiner,Claus Stephan","Abstract Strategy,Medieval",NA,Dirk Henn,NA,"Kosmos two-player series,Wars of the Roses","Grid Movement,Hand Management","999 Games,db-Spiele,KOSMOS,Tilsit,White Goblin Games",6.82082,2361
202,"Conquer and occupy the valuable desert grounds. And also keep your home village! By tactically moving groups of camels through the different desert grounds and by using its specialties you can rule the desert. -- from the rulebook&#10;&#10;Targui has a board made of large square tiles representing the different types of desert ground. These provide varying economic and strategic value, from 0-5, and with a salt mine in the center, random distribution (with a little tinkering) makes a varied map each game. Players have a village tile which they place on the outer edge, and start with some camels and money. Your turn simply consists of moving and buying camels, expanding your control of the land.&#10;&#10;Targui has very simple mechanisms, and is in effect a simple rolling war game with obvious tactics. But the random turn order creates a wonderful world of rapidly shifting alliances, with players making and breaking promises within moments. The winner is not the one with most money or camels, but with the most economic value under their control.&#10;&#10;The game plays nicely with 3 or 4 players. However, Targui is a long game. Eight rounds takes about three hours, so using the whole deck of 20 fortune cards makes for an over-long game. If you enjoy Risk or light wargaming, then you'll get a lot from Targui.&#10;&#10;",//cf.geekdo-images.com/images/pic1787067.jpg,4,120,12,2,120,Targui,120,//cf.geekdo-images.com/images/pic1787067_t.jpg,1988,NA,Wargame,NA,"Wil Dijkstra,Ben van Dijk",NA,Animals: Camels,"Modular Board,Player Elimination",Jumbo,6.33415,600
204,"Reiner Knizia expands his fleet of tile laying games with this game about colliding railroads in early 1800's England.  There are seven different rail companies that players can expand.  Each time you extend a rail, the other stockholders can veto your action, but it might cost them their shares.  When two companies' rail touch, the railways merge to become one.  The game is over when only one company remains or there are no rail tiles remaining, and the winner is the player who earned the most money over the course of the game.&#10;&#10;",//cf.geekdo-images.com/images/pic192462.jpg,4,60,12,2,60,Stephenson's Rocket,60,//cf.geekdo-images.com/images/pic192462_t.jpg,1999,"Doris Matthäus,Ian O'Toole",Trains,NA,Reiner Knizia,NA,Country: England,"Area Control / Area Influence,Grid Movement,Route/Network Building,Set Collection,Stock Holding,Tile Placement","999 Games,Grail Games,Pegasus Spiele,Rio Grande Games",6.87101,2081
206,Game consists of 102 cards in 6 colors along with 6 Pepper Cards. The Pepper cards have a special function. Players try to avoid winning them because they adds points from your score at the end. Each player is dealt 12 cards. You must follow suit if you can. Hands end as soon as 1 player has no more cards. Anyone who has cards remaining adds them to the cards taken in tricks. After 5 hands the player with the lowest point total wins.&#10;&#10;,//cf.geekdo-images.com/images/pic295868.jpg,9,45,10,3,45,Pepper,45,//cf.geekdo-images.com/images/pic295868_t.jpg,1998,Götz Wiedenroth,Card Game,NA,"Michael Kiesling,Wolfgang Kramer",NA,NA,Trick-taking,"F.X. Schmid,テンデイズゲームズ (Ten Days Games)",5.75714,105
207,"Twitch is an insanely frantic game of reacting to new information.  When someone plays a card, you must quickly determine if it points to you (e.g., if the player to your right plays a card that says &quot;left&quot;), and if it does, throw the top card of your deck onto the pile.  If you're not quick enough, another player will call you out, and you'll have to take all the cards in the pile into your deck.  The first person to run her deck out wins.&#10;&#10;",//cf.geekdo-images.com/images/pic149668.jpg,6,15,10,3,15,Twitch,15,//cf.geekdo-images.com/images/pic149668_t.jpg,1998,(Uncredited),"Action / Dexterity,Card Game",NA,"Skaff Elias,Richard Garfield,Jim Lin",NA,NA,NA,"AMIGO Spiel + Freizeit GmbH,Wizards of the Coast",6.17692,169
208,"A quick and simple card game for 2-6 milk-drinking players. Each player places a color card down as their marker and the matching sets of cards numbered 1-12 in those colors make up the deck. The deck is shuffled and players get 4 cards, the remainder goes down as a draw deck. There is a set of small tiles in red and black for negative or positive points (red are 4,4,5,5,6,6, black are 2,3,3,4,4,4,5,5,5,6,6,6). These are shuffled face down and 4 turned up to start 4 rows.&#10;&#10;On your turn, you can place a card against a row or try to swap a card with another player. If you want to swap, you simply offer a color for another color, mentioning no numbers. Swap with the player of your choice, but if nobody wants to swap, you've wasted your turn.&#10;&#10;When you play a card to a row, you draw back so you have 4 cards. When the row is full, determined by the number on the tile, the player with the highest total in the cards has to take the tile, be it positive or negative. Usually your choices are obvious, but sometimes it is worth assisting another player to take a row, rather than waste a good card for you on a low or negative tile. If a row is tied between players, the cards are discarded and the tile stays for more cards.&#10;&#10;The discard deck is shuffled over, taken tiles refreshed by new ones. The game ends when the tiles are all taken, deduct the negative from the positive to get your score.&#10;&#10;This game was re-themed and expanded on with Relikt.&#10;&#10;",//cf.geekdo-images.com/images/pic452085.jpg,6,30,10,2,30,Ex & Hopp,30,//cf.geekdo-images.com/images/pic452085_t.jpg,1996,Klaus Wilinski,Card Game,NA,Rüdiger Dorn,NA,NA,NA,"F.X. Schmid,Ravensburger Spieleverlag GmbH",5.39016,61
210,"In this twisted little game, players take control of a gang of mobsters that are dedicated to extorting money out of businesses and rubbing out the competing mobs in the process.  All of the gang members are placed around an oblong table, with some of the places indicating certain benefits.  If a place has a picture of a business, then the player makes money until the mobster is killed or moved.  If the place has a gun, then he can use it to shoot a mobster across the table.  If a place has a knife, then he can use it to stab someone seated next to him.  Plus, some of the mobsters have the ability to kill others all the time by carrying their own knives and guns.  The game ends when all the available money is taken, and the largest pile of cash takes the game.&#10;&#10;",//cf.geekdo-images.com/images/pic24880.jpg,6,30,8,3,30,Don Pepe,30,//cf.geekdo-images.com/images/pic24880_t.jpg,1999,NA,"Card Game,Mafia",NA,Dominique Ehrhard,NA,NA,NA,"Game Office,Hasbro,Parker Brothers,The Toy Company Argentina S.R.L.",6.24783,345
211,"In Times to Remember, the players are trying to remember particular times. Is that clear enough? No? Okay, here are more details.&#10;&#10;Players aren't trying to remember times from their own lives, but rather times from the shared experiences of humanity as a whole. Each player or team starts the game with a set of brackets or tokens (depending on the version of the game), and the first player to rid herself of brackets wins.&#10;&#10;On a turn, all players are confronted with a trivia question, say, &quot;When did the first Star Wars arrive in theaters?&quot; Each player then uses one bracket to mark a particular year or series of years on her individual year chart. Once everyone has placed their answers, the questioner reveals the answer and everyone sees whether that year appears in the range they guessed. If so, they remove that bracket from the game; if not, they keep the bracket. No matter how much you might want to hedge your guesses, eventually you'll need to guess a year dead on, so plumb the depths of your memory and take your best shot!&#10;&#10;",//cf.geekdo-images.com/images/pic2205312.jpg,10,45,10,2,45,Times to Remember,45,//cf.geekdo-images.com/images/pic2205312_t.jpg,1992,Tony Rochon,"Party Game,Trivia",NA,Richard Borg,NA,NA,NA,"Blackrock Games,Cocktail Games,Hasbro,MB Jeux,MB Spiele,Milton Bradley",6.29091,198
214,"This game revolves around the placement of multi-national customers in a restaurant. The board shows many different tables, each with four chairs around them. The tables are grouped by nation, so the Chinese like to sit with other Chinese. However, some of the chairs are on the border between two nations, so a person from either place could occupy the seat. To further complicate this odd tile game, each of the people is either male or female, and tables must be gender-balanced.  As the game progresses some tiles become unplayable...&#10;&#10;",//cf.geekdo-images.com/images/pic2592262.jpg,4,60,10,2,45,Café International,60,//cf.geekdo-images.com/images/pic2592262_t.jpg,1989,"Oliver Freudenreich,J. W. Thompson",Abstract Strategy,NA,Rudi Hoffmann,NA,Café International,"Hand Management,Pattern Building,Tile Placement","AMIGO Spiel + Freizeit GmbH,Kaissa Chess & Games,Leo Toys,Mattel,Relaxx,Rio Grande Games,Swan Panasia Co., Ltd.",6.28113,1994
215,"Tichu is a partnership climbing card game, and the object of play is to rid yourself of your hand, preferably while scoring points in the process.&#10;&#10;The deck is a standard 52-card pack with four special cards added: dog, phoenix, dragon and Mah Jong (1). When it's your turn, you may either beat the current top card combination &mdash; single card, pair of cards, sequence of pairs, full house, etc. &mdash; or pass. If play passes all the way back to the player who laid the top cards, he wins the trick, clears the cards, and can lead the next one. The card led determines the only combination of cards that can be played on that trick, so if a single card is led, then only single cards are played; if a straight of seven cards is led, then only straights of seven cards can be played, etc.&#10;&#10;The last player out in a round gives all the cards he won to the player who exited first, and the last player's unplayed cards are handed to the opposite team. Fives, tens and Kings are worth 5, 10 and 10 points, with each hand worth one hundred points without bonuses &mdash; but the bonuses are what drive the game. At the start of a round, each player can call &quot;Tichu&quot; prior to her playing any card. This indicates that she thinks that she can empty her hand first this round; if she does so, her team scores 100 points, and if not, it loses 100 points. Cards are dealt at the start of a round in a group of eight and a group of six; a player can call &quot;Grand Tichu&quot; after looking at only her first eight cards for a &plusmn;200 point bonus. If both players on a team exit a round prior to either player on the opposite team, then no points are scored for cards and the winning team earns 200 points (with Tichu/Grand Tichu bonuses and penalties being applied as normal).&#10;&#10;The first team to 1,000 points wins.&#10;&#10;",//cf.geekdo-images.com/images/pic169494.jpg,10,60,10,3,60,Tichu,60,//cf.geekdo-images.com/images/pic169494_t.jpg,1991,"Res Brandenberger,François Bruel,Philippe Guérin,Chris Quilliams,Valerie Vekemans,Franz Vohwinkel",Card Game,NA,Urs Hostettler,"Stadt Land Spielt Limitierte Sonderdrucke 2015,Tichu Booster","Asian Theme,Climbing Games,Country: China,Shedding Games,Traditional Card Games,Z-Man / Filosofia deluxe card game series","Betting/Wagering,Hand Management,Partnerships,Trick-taking","999 Games,ABACUSSPIELE,Fata Morgana Spiele,Filosofia Éditions,G3,Hobby World,HomoLudicus,Korea Boardgames co., Ltd.,Playhouse Ltd,Rio Grande Games,Swan Panasia Co., Ltd.,uplay.it edizioni,Vennerød Forlag AS",7.60888,10556
216,"The original edition, titled Revolution, is set in French Revolution-era Paris. Royalists and Jacobins fight for superiority in the 25 city districts, which are represented by the game board. The two players alternately place one of their counters in order to control that space. When a player puts one of his number counters on the board, he projects influence onto the neighboring spaces in that row and column, and onto the space the counter itself is on. The amount of the influence corresponds to the number on the counter. Whoever controls all three of the buildings or controls eleven city districts has won the game.&#10;&#10;The game was later reprinted as Atlanteon, in which mighty undersea warriors fight to control the capital of the Sunken Kingdoms. One player controls the vicious Marauders, who are trying to capture the city, while the other player controls the heroic Guardians, who are trying to defend their home.&#10;&#10;",//cf.geekdo-images.com/images/pic1516987.jpg,2,30,12,2,30,Atlanteon,30,//cf.geekdo-images.com/images/pic1516987_t.jpg,1992,"Marko Djurdjević,Tobias Mannewitz,Scott Nicely,Brian Schomburg","Abstract Strategy,Napoleonic",NA,Reiner Knizia,NA,Fantasy Flight Silver Line Games,"Area Control / Area Influence,Tile Placement","ABACUSSPIELE,Esdevium,Fantasy Flight Games,Heidelberger Spieleverlag",5.81039,648
217,"In one of his sillier games, Karl-Heinz Schmiel casts the players as semi-psychotic cooks attempting to hone their culinary skills. Each player receives a miniature pan and a hotplate. Then each turn you can either attempt to turn up the heat, season your dish, or attempt to steal another cook's recipe in the making. Heating your hotplate is a random affair with a die, and could raise the heat on everyone's plate. Spicing the dish is heart of the game and done by up-ending small bottles filled with little colored wood pellets. When the pellets tumble out of the bottle (sometimes, if they do), the number of pellets can't exceed two, because over-spicing the dish ruins it and you have to throw it in the trash!&#10;&#10;The 2009 version includes some changed rules, a new victory condition, additional recipes and some new mechanics in comparison to the 1989 version.&#10;&#10;",//cf.geekdo-images.com/images/pic599251.jpg,4,30,13,2,30,A la carte,30,//cf.geekdo-images.com/images/pic599251_t.jpg,1989,"Jochen Eeuwyk,Christof Tisch","Action / Dexterity,Party Game",NA,Karl-Heinz Schmiel,"A la carte: Dessert,A la carte: Die Beilage",Food / Cooking,"Action Point Allowance System,Dice Rolling,Set Collection","Competo / Marektoy,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,IELLO,Intrafin Games,Moskito Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.50098,2629
218,"Players represent collectors attempting to gather sets of valuable properties and artifacts ... coins, antiques, miniatures, etc. These sets are worth handsome sums at game's end. Individual pieces of a set are worthless at game's end, but are able to be sold during the course of the game in order to provide a cash-flow.&#10;&#10;These 'properties' are represented on cards. There are 12 different types of properties, varying from 3 - 6 pieces per set. Naturally, the sets containing six pieces are much more valuable than the sets containing only three pieces as it is much more difficult to complete these larger sets.&#10;&#10;Each player is dealt six cards and given a starting 'fund' of $2,000. The top 'property' card is revealed and a bidding ensues. The winner pays the bank and takes the card into his hand. The player then has the option of selling 1 - 3 properties to the bank. The idea here is to rid yourself of properties that you do not wish to collect and provide a source of income.&#10;&#10;There is danger, however. The sales price is determined randomly via the roll of two dice. The price can vary from 25% - 100% of the listed worth of the item. Further, if a '0' is rolled on one of the dice, then the item is NOT sold outright, but rather an auction takes place amongst the players. This can result in a substantially reduced price to the seller, or a higher price, depending upon the demand for the item. Further, it is quite possible that no one desires the item, so the seller must take the item back into his hand. There is also the possibility that the player will earn a $200 bonus if the proper digit is rolled on one of the dice.&#10;&#10;When a property is sold, it is placed on the appropriate section of the 'board' - 25%, 50%, 75%, or 100% (there really isn't a board, just a card holder that indicates these sections). After a player sells properties, he may surrender one of the special 'buyer' cards and purchase from 1 - 3 cards from one of these markets. The player must pay the indicated price (based on the particular percentage market where the property is located) and take the property into his hand.&#10;&#10;Again, there is a decision to be made here. Buyer cards are very valuable, as they can be used in a number of fashions:&#10;&#10;1) Purchase properties, as described above;&#10;&#10;2) Used as a 'wild' card to complete a set; or&#10;&#10;3) Valued as $500.00 at the end of the game.&#10;&#10;So, a player has to weigh the advantages of each of these options and play accordingly.&#10;&#10;Buyer cards are purchases at auction in conjunction with a property card. When a Buyer card is revealed, another card is then revealed, and both cards are then auctioned together. The auction is a 'sealed' auction, however, so the stakes are often high as these cards carry tremendous advantages.&#10;&#10;The game continues in this fashion until the property deck expires or a player calls an end to the game. One can only do this, however, if he has a total value (property sets plus cash) in excess of $5,000. Even then, a player should only do this when he feels he has more assets than any of his opponents.&#10;&#10;As High Bid, this game was published for the 3M Bookshelf Series and 3M Gamette Series.&#10;&#10;",//cf.geekdo-images.com/images/pic58613.jpg,4,25,12,2,25,High-Bid,25,//cf.geekdo-images.com/images/pic58613_t.jpg,1965,"Aspect Annonsbyrå,Olle Sahlin,Stefan Thulin",Negotiation,NA,"Larry Winters,P. Winters",NA,"3M Bookshelf Series,3M Gamettes","Auction/Bidding,Set Collection","3M,Avalon Hill,Casper,Target Games",5.77588,228
